comment,amount,link
,0.035,https://etherscan.io/tx/0xa4d4376ffccef06d1d7a0247fd7ae65bbf9f946e69ababb61e056e2d4e940a3d
,0.0694,https://etherscan.io/tx/0x9df58f8b86ed2be534138c2c72f75ce240c0f135fc47880f0a881241b9e3aabc
,0.1,https://etherscan.io/tx/0x8da2ca3ce9a111a8eb032f9483e0af97f2599eee88602558a011c943ce584341
,0.03,https://etherscan.io/tx/0x8036df6aa3e2ae68aa9483b225165e67fb7a2e9285dea12c7137f1ec3117991c
,1.25,https://etherscan.io/tx/0x80096934b17e6d204e2fee65ea40b5feaa9892915823fad1d3189611fe841e01
,0.01,https://etherscan.io/tx/0x5f59ae278ba4b8d9b62e8dac6c366de469e9d1f7f7342454e3fbdea5a0813c23
,0.01,https://etherscan.io/tx/0x58ce19d357e829957b9405c2806516e78c23ba10ddb5616aaf83447e7f5bb700
,0.04,https://etherscan.io/tx/0x2e76a1f2602d9e5c43339b078fcfde554bdd037054c8363028eec65d0a64ba21
,0.01,https://etherscan.io/tx/0xe290659cc2c5105a63480df51cb84f821954b841906be5c3dabbdc4981f7d246
,0.2,https://etherscan.io/tx/0x6072e79c8d98e14d3d43985ef1949ae8988718944b596a2b229190c3d494bd1f
,0.5,https://etherscan.io/tx/0x5dfbcad1f35ecdef60b5461f94b7011b91dac4104f2185eca5fb545fca3ca1c9
,0.01,https://etherscan.io/tx/0x4f8e85c49ef1a45b386078c99af4934d0d5cc43415c2cbe9652539d0fb9c711a
,0.1,https://etherscan.io/tx/0x1b86689dbf649343aaffbcf62dd43f2862dc227cf4349616243ba18867f0e3f6
,0.25,https://etherscan.io/tx/0xa748239b37f853a1bc3cd1d8cb6ca3e18cd7576b9a8a4a378b9d30c2ef4d42a7
,0.1,https://etherscan.io/tx/0x7eb12e9ed358d44c3a51a8db25dc7fb56992d38f9b226beedf20d0458abed8ab
,0.1,https://etherscan.io/tx/0x58434443358b4386720ab5213252ac0d5b8e21416eb667410845e489e1798eb7
,0.0235,https://etherscan.io/tx/0xe9771af18e35c098c5433fcad614832a510f404b00c64ea5f0010ca8959b2ea0
,0.01,https://etherscan.io/tx/0xdd9d6ce1793e79696138d57d3f949fef25fac4e8a05ac107f3cb89871dd828a6
,0.3,https://etherscan.io/tx/0xdbdcb0fc1d18912f1541b72af74e5d1f801f20873ed160e92fd6b677c3b7ade6
,0.0505,https://etherscan.io/tx/0x3f28afd8e1a2140f451ea5ef3f37a9b489810ca11c3f2492c16947f8fdcb0c25
,0.01,https://etherscan.io/tx/0xeb1a130e103f1410d6f1250a11906588c595bc5fd9f9f56629860f2bbdaaef80
,0.5,https://etherscan.io/tx/0xadf5028f62d0608fd7107bc3cfd0de52d24b3041e2373c63aca06b4ec5efe4c7
,0.15,https://etherscan.io/tx/0x2f17c000a66b8488963c85e978d6ccc68ef97f4623cd4396a3441290eb0786d8
,0.025,https://etherscan.io/tx/0xe3516187268d3f4a4db8039577ec0f594584fb945f76115a1426b6c185c5058c
,0.01,https://etherscan.io/tx/0xd526c1c365d9fc394e1b426a866bf68432e2691c304b884dde96470af614cc61
,0.0470,https://etherscan.io/tx/0xa21e761a9b2a00c2c75c54da3161d2d0b02580e8e7a07725017cded10bbff916
,0.01,https://etherscan.io/tx/0x708feaeefd0208e6aa003542325bc8a44fe110304e4161f8714c7d0f807a6fe2
,0.47,https://etherscan.io/tx/0x6c1c2f42af25366b27902c86e7e7ea0a314d1f20c7948bf12c2305a96aebfc91
,0.01,https://etherscan.io/tx/0x0bef3ef8a42b8bbcd995dd1c860e954014fb65b1b58b7e15e713249bdd89ce5f
,0.1,https://etherscan.io/tx/0xc3359479c9b0540acdef536fa667aefa0934ca7c2ad8f18e731cabb092c74c08
,0.0016,https://etherscan.io/tx/0xc28e7a7b5acd663eceecf59f2fa2c68cf794ca43ea5131d3154a726d1996098b
,0.1,https://etherscan.io/tx/0xae701b535b925f8cdbd360d69887f57da0652c525d9e31f4535aaf40b4094078
,0.0023,https://etherscan.io/tx/0x64649b360105b03d7ed534a52b9639c174057ed991cfb51e063d5f9c8781dfa0
,0.0853,https://etherscan.io/tx/0x0aceb51d6bac476791f9749739a5cb8477762e4cfc33ec4b7d415b27a83df53a
,1,https://etherscan.io/tx/0xbf5b79ba72375dda15555063b519167f9812c0d2864eed4fd372119c24b90fdd
,0.03,https://etherscan.io/tx/0x850c915c8beed52ac4536ca22719b08a5e7c23d7d04d2cdfa5ba09e61290a786
,0.11,https://etherscan.io/tx/0x4271292cf9fa13ca3b0ffbd0195bfc56e3cd9981266c28d05ddc6a7c55ee1e91
,0.05,https://etherscan.io/tx/0xb6026585663e4ad7a8196769e566bf0db6bafcad6abde92e19a906420da63c07
,0.02,https://etherscan.io/tx/0x4b29f6e52c20e8d0c7cb7a154ce3ccfc3219d7aed942463a7621945cb6cda589
,0.25,https://etherscan.io/tx/0xdaa2e39c1aa381c5d693087acca51e7dd93029477c51cb7236a26f6a0cfd1bb4
,1.5,https://etherscan.io/tx/0x3f0c1a65a47abe3fbb14d7a5e2bec88ca869ea41a1b69f2f718b87668edf1c69
,0.01,https://etherscan.io/tx/0xff20d84aaec6df33c65e44b900dff30055cef38cb61c625842c4420e88af8208
,0.25,https://etherscan.io/tx/0x8c465f1e168f48d053ee42670ef588f0a63d002685713656a3dd12ee9004951b
,0.0058,https://etherscan.io/tx/0x3f882daf13a8207b821eae953872fe1d05152b9f18a38da481b9c5f350e06c9f
,0.25,https://etherscan.io/tx/0x029086a99e732c485e934580eb3e758fef4fdc76b528087c3087576f3dbd2590
,0.4,https://etherscan.io/tx/0x026dbf2099717b9b3abb236ded0a5d29e81429f20bea436ad8267f309bc98de0
,0.08,https://etherscan.io/tx/0xebf735f484fda8a8fd27514643d205ddbed5b7efaec62245ca8bec7976b36065
,0.0023,https://etherscan.io/tx/0xc7374bcaac849b23ed078f2a741251ce6b0e386f3efa71fe0fb5f98037205bde
,1,https://etherscan.io/tx/0x49b0f97aa7e4b9226d1c66ef97cb644dafb071ffb63161fffc5223c6635a591d
,20,https://etherscan.io/tx/0x3e30acd9a05c772d5ba3ce85f9629c8a5f60c1da53a88976851ff3e589b309ec
,0.12,https://etherscan.io/tx/0x05dfdb21d9ad5daa8fa8ded8eab0662f4f876bad509c759c326d697141ee2931
,0.1,https://etherscan.io/tx/0x6550d0dd568e5ed7f3cdd48dbf3ead38c8c23d717cb4a49fe93ea1080230cf46
,0.01,https://etherscan.io/tx/0x2adbf76f43db38073b640cece16c4e25ed440f09d608a7b2e843a4ef3e01d35d
,0.01,https://etherscan.io/tx/0x28ec1f418bb11ba2c96be33424b35ab04e1ff00d9c03387ffe783c02d4a4c362
,0.1,https://etherscan.io/tx/0x9b654baf63e735e143b4247a8aeeb6c3f88cfb0317b430aef711753d6a5ebe50
,0.005,https://etherscan.io/tx/0x99ef82930ddfda608bc78d58328ca19ae3d04c104445ed3ca71044b3e0a4733d
,0.108,https://etherscan.io/tx/0x74197431b06404806e34cfeb68940793a3df6acdc15dc81ce67f29581807d6dc
,0.0178,https://etherscan.io/tx/0xcd61b10100521c510544d0e1350098a1575ec730323b16668283519877bcab4c
,0.0059,https://etherscan.io/tx/0x83bd2f8ee560569a54dc9b1f6cba19d6d00494dee67259c032013e8165fe9564
,0.01,https://etherscan.io/tx/0x2dde73abcd01b9ef270427dcb27a77e67057b1365ed548161c26f212a6fd6d54
,0.05,https://etherscan.io/tx/0xef338036f6d4379fba59bcb9afdb852345cfee87d632bd91f8538c94fd0d205b
,0.0023,https://etherscan.io/tx/0x7c3836446792dfa386ebca08291eb5dd2847b53ce60db9b94473e9c3f32912c5
,0.1,https://etherscan.io/tx/0x295c74d9d0d2291537d10b60d1d5f51a4c9f78c40092bd5ea28c4a80c4681be7
,0.1,https://etherscan.io/tx/0xf3593f3b6ff16073872ea5384a3df1f57592d7121429bd7ad6686fdd93645604
,0.05,https://etherscan.io/tx/0xd990240af3cba020fe0532eafaa4b0ea38ab7ddce018b99889823af5c6a3f4e6
,0.013,https://etherscan.io/tx/0x71aa8954d8bec5608f69ee6ca26b700c096f734862c4b818629ca96b7d7ccc16
,0.0472,https://etherscan.io/tx/0x52ad18359e90ca24f783ab4dec17555b8145cf06b6fed4626f92f064cf011a4e
,10,https://etherscan.io/tx/0xbfcf1cdb9b00e7f9d44fa392d18212f2468fe6be02b82406aa3ddab49794edfa
,0.01,https://etherscan.io/tx/0x4e26cf6a35652b12f0942edcc800a92a21903725a2651619cbd1191fd4d52943
,0.02,https://etherscan.io/tx/0x9093cab82d41dcc43da34193b4b3fb242edc965514b1ad932372a2057e5cfa90
,0.025,https://etherscan.io/tx/0x86760da7932448be4b87fae2dab9affda1c14e4ee9c29ac789bf904f37731a0d
,0.01,https://etherscan.io/tx/0x5b41200b3e438add0bda8ddddb1a896266c0e983742c82d4acf000add4322b72
,2,https://etherscan.io/tx/0x3488df9cc86420c7b155e6817bc21a73d5d7348b107cb330f74794385f068bc5
,0.2,https://etherscan.io/tx/0x717447dfe3e6750b5ea6f1d6b2c7b17c249d9e047e1525dce40a7cb6cb800c3b
,0.1,https://etherscan.io/tx/0x6f5ce253b6ab4d5a6977d5284575c5311a69bb640519df7a41d684c5f6b2a463
,0.1,https://etherscan.io/tx/0xc276993d0fb872061d1c0545cbcdbd2f74ef483da93e8dce591f1cf760550f31
,0.03,https://etherscan.io/tx/0x04278f427294f92481d32effdd886c24d7d5062b1c2ce4a803604d80f3e08e88
,1,https://etherscan.io/tx/0xe769b2717ee6e816e264695a1a74d661855df7c059a38b79d65ce0af6e10f3f8
,0.02,https://etherscan.io/tx/0x899794a3cb72eebbd80d13492cc5630ba46c255ddd1780c4af62b8e3b214b793
,2,https://etherscan.io/tx/0xc5485a874f7ac2949740ee407adc13bf12d626348582558a27de3ac2f7aa1b15
,0.1,https://etherscan.io/tx/0x8d1ba0eef88fc8d4dfbed8c218208cc759362b63ba4e715f7ea29c77c236d49f
,0.25,https://etherscan.io/tx/0xbd9a4d19ec929c9fbc03d0f04d9c6ced094f59e6d922ae9d981267e0d23f0584
,0.3,https://etherscan.io/tx/0x823e5762959bcd417b0c14fe76fef66aa4cbb8073cce2767c3b611b85640a914
,0.2364,https://etherscan.io/tx/0x6ca2d9f4875658dbd8ca66f551530104dbbca0959d82fb57d760a3765de48008
,0.05,https://etherscan.io/tx/0x577a77c7d91beef5d63368667b178c7f7cbac67633a0e769b012d461cdf18388
,0.25,https://etherscan.io/tx/0xfebd8950e0587d308469f0e1dd15bdff93f761f2937f1379c08f23666a8d90c1
,0.04,https://etherscan.io/tx/0x1287d5c112d00cf2474829aaa119dfa289ae504e0bea5e8b703e1bcc354dfaf5
,0.075,https://etherscan.io/tx/0xc2bc7d3ad22880cc8a9244689f8173df844109490c47bb05e4f00eebe13bcbca
,0.1,https://etherscan.io/tx/0x664c72d7da1aa3d679cc56c1b63fc387b0f4433b0e1d9c1d1ddaee411a6d758d
,0.1,https://etherscan.io/tx/0xe28064da02037cd63ce923e59aac9faf4c9ddb489f432c050dbe4007eb948273
,0.042,https://etherscan.io/tx/0xbad29bf5cc9e94f693a4939087ec5782c8a40ae222fbdea108deddd3bea05bac
,0.0354,https://etherscan.io/tx/0x63cebb1525d04a8ff6c6474360fe38409df3a093473b0c6ceb8cd20ad3492603
,0.0974,https://etherscan.io/tx/0xfd019fc8f2a56aa01fa7033583ba7ec38a79d85ae4dd0de5b8cb14160c665cf4
,0.3,https://etherscan.io/tx/0xd1dc026f61d2b3a568727ef53ca09af8e750f13525c0d8c317b2ef0d2ba472a5
,0.05,https://etherscan.io/tx/0x3ddd7c7e0d62f4f3c454e47feb9e2541c4b4272bc96d81f341ad950a081ac6e9
,0.2,https://etherscan.io/tx/0xd38572bc3dfddd71228140edae0f3763db3a10c1787896459b515a81671a73c0
,0.75,https://etherscan.io/tx/0x70279492b535ee0c064af6bf90cd9c20566f1b019c160962655556e23e5155df
,0.0236,https://etherscan.io/tx/0x54d6e6dff9c8ca9c8f4a161c36f090ef78a6ff2a3b6784b36384f5dbe671508f
,0.05,https://etherscan.io/tx/0x436f1a5199ed4254da8a9383f9eaa07e6d4b422b5ca8e4b974fa60f95615dc07
,0.05,https://etherscan.io/tx/0x86888d90c416dfb86bb1d983daaa03c8cfad1a7d3d3eed7254a7f5be20b785aa
,1,https://etherscan.io/tx/0x2a37c6d388c754bb3ff9c90acd8cd5dd9f926603f367a271bd8ff9e978d85413
,0.01,https://etherscan.io/tx/0xd70dab0458961ed9d7a59648069d1195d268f4abb56915eb54fdc107b252204c
,0.475,https://etherscan.io/tx/0xacf35075927d42342b5ae433ae33e517fcedd3d04551281fb7fa6343902ac4bb
,0.1,https://etherscan.io/tx/0x57d6a8e7b618ced9cb87a9ec7b02994e2d85dcf83c8f53ea8138c91f42d6afe4
,0.1,https://etherscan.io/tx/0x51e8994db85820bfe7ca067d1581492b2dec438a6139e5b878ffdd84ed3b67ff
,0.025,https://etherscan.io/tx/0x18edf00c1da56bbbf0c57fa984a484350662a9ceb5783fd922c978130e4b1dcf
,0.069,https://etherscan.io/tx/0xe3a154f8c51be673952c8c790787353a6265b6fbe14bc054fe88b5c14c8294e6
,0.1,https://etherscan.io/tx/0x7fe462ee2e9e76242c0ef5bf2a710afb9bb99887e86aa96663f2dad53a98d3a2
,0.3,https://etherscan.io/tx/0xd5cf10d649f33f1dce424503b3151fab29bf235f97ed3b867f38eca97500e77e
,0.005,https://etherscan.io/tx/0x8f0ee92dc49b9b1ad129c710594e969de855ef55b73854385dbe6023efe5a919
,1,https://etherscan.io/tx/0xfb09fb67dd97a2095bcfb12a9c92d78103026207d3a94148a007a7297e722742
,0.15,https://etherscan.io/tx/0x0a34ce327df1de4728eab69da55652813c93687afd1a5b065e3afc40dfa78fef
,0.01,https://etherscan.io/tx/0xa36022eabe3bba71010c23b100d17b51141873886d29267a2314ceb158c4151b
,0.05,https://etherscan.io/tx/0x83f16a87a5363dfe63181834dc35e4c6d89cdac434ac2ec313c94406ba6665ca
,0.02,https://etherscan.io/tx/0x46ff10ce19200c896e9040acaf96b75cb1506dbfaf3a784495e5a4365331496d
,1,https://etherscan.io/tx/0x4572c10a6254528080a3a7d99407c4090b5ba1f5c07c5bc54640971dbb59652b
,0.0118,https://etherscan.io/tx/0x19699ac46b72edc33cf9a2e2e432e97d7bfe9cb7d8987bbf868866a037a57529
,0.1,https://etherscan.io/tx/0xf8ee8a29a26d262253342f9c955d7f28b92c8a437990788ddeb5cd78e78e43a3
,0.1,https://etherscan.io/tx/0xe683e337dd88b5479196b0a986b625fccaa156b739af4c7ac98ea85061bddbbc
,0.22,https://etherscan.io/tx/0xc6af78998dcd94dd7b4de1404b7d88efe4dccb53a70377c045abb184b2b2d95a
,0.0366,https://etherscan.io/tx/0x1c9b31698e629dfcdee59c463dbca50256e7a659e6761469aa15a7d3ef2ba387
,0.1,https://etherscan.io/tx/0xd122f1ac86c4ae918116cf980ec00ad447dfadb4403686c45346b3791155bb86
,0.02,https://etherscan.io/tx/0x858a3f7a66ca0812a98c1536afb5019aaa56f50d69d3544f02dc0b7c59e071e6
,0.05,https://etherscan.io/tx/0x7eb33b914a382e4fba2b52a9ee2e2557c8bc523c0d4a293d8cd099db975882b7
,0.01,https://etherscan.io/tx/0x395ad01bf01ccb1fac12dc7aad42a574b627709c17570559553279deb6dbfb05
,0.25,https://etherscan.io/tx/0x765ffc521fc45c1860098f63b8f3d9e38692ad9a6eafa396acc9706361d00d1f
,0.025,https://etherscan.io/tx/0x27a8f047c31be1a3b1b7710ad158926d391ab307dd163fc66e607429e36cb378
,0.01,https://etherscan.io/tx/0x2dde5c94247967e58cadcf83fadc15208e94866223cbd17c2865c42c834dace0
,0.1,https://etherscan.io/tx/0xe3167c15982b6e7558a9924c3c7bd2ce3b7807fb3649bbdd037e17419edad2b5
,0.25,https://etherscan.io/tx/0x8be2aa1db4336131ae096a3b2b04d1d2fbd718773770e2c7a01a35cdec46e590
,0.01,https://etherscan.io/tx/0x65580e010e40a1cf9b120e27d4fe3437e0405d38831a143e6f2e339f6456f2aa
,0.1,https://etherscan.io/tx/0x421443cd90e7322e832bb463066f3a75925547c65a5fd725f6e0742c35f531fc
,0.1,https://etherscan.io/tx/0x972160ee404c4a642afc9a895ac4dfec4d195ddf82b9a7a725ba233b38cd0189
,0.0236,https://etherscan.io/tx/0x96d2f20aa7246fcdfa26c0e348c884a469e307cfa91afd42d174f722ce303ded
,0.1,https://etherscan.io/tx/0x6ae44541fdfcf3886b37dfe953722e638397c9755edc06491d20fad3bcf39c1d
,1,https://etherscan.io/tx/0x5096a76cebb243569d0f2bb71dfd398707cc65678b0c0aa90d73112df455f8ca
,0.01,https://etherscan.io/tx/0xd8fbcd86a35a2409175339a03c1f6e504e93edfb95c8c5378eefc172f78ae3a3
,0.025,https://etherscan.io/tx/0xfdde32f2062bc897786e80ec2a80a1fc29d0e61076a55b617287093038c28893
,0.01,https://etherscan.io/tx/0xb9cd786e63c567c17b6ff3d856351314a82631008c47764154e935f9d01dbb0b
,0.0177,https://etherscan.io/tx/0xa75db58fbe89290a5057272980efa568f07ef9f30fb24eef0e4b44252ac53e21
,0.02,https://etherscan.io/tx/0x69dddd7bbf7965866100c6c76de99a6ee0286350eaa12218e6f565f05b1d10b4
,0.01,https://etherscan.io/tx/0xb8688300fb9ef733d6f3649a1ef9c9d2f2bfbe5396dbff262eb212e9b5ac0263
,2,https://etherscan.io/tx/0x3eccd5753228e67429ebd4ac3f765131fb672edd44853511d15638996a17ae33
,0.1,https://etherscan.io/tx/0x3da54824de222c6d67a68ebfd015a2042e8894502957b9b0eb6c4528f15ced22
,0.02,https://etherscan.io/tx/0xfe80ee99317bb61037be090e7695ff115a69c73344c871c050c78ee741a9571b
,0.04,https://etherscan.io/tx/0xec1bf633637ea0f6dcce53f41ec46c8cb4f521cb4f361bcbb17fe7521e3b0df0
,4,https://etherscan.io/tx/0xd85b8b882a0e25850c5f61a8a26a093afa9aa1f5fa5d5449439609b4ebcdb354
,0.0066,https://etherscan.io/tx/0x46ae86a0c99c5b7ef31c034a45f2a62b1bd21ceb313d9a80e70a829ae75d8d5a
,0.02,https://etherscan.io/tx/0xa3331d5f1e2667201f1765192b54966b7225b75415e4e7a2ed5bd4e21b18ddab
,0.02,https://etherscan.io/tx/0x95ebebdb0964aa3a5bffda6507d235d87883d0b1f442638600baa4e540a98de8
,0.012,https://etherscan.io/tx/0x4077d729dff476ed2e45cc4d2bce7e92284930360e88ab0e00ca86b0bb50dcc8
,0.05,https://etherscan.io/tx/0x2ea12ecf53691e662bb8e345c5898b9e4a9fc21f2506513a17d59288c7755af8
,0.008,https://etherscan.io/tx/0x13d3554211b1f8109996ad6af2320bc302926d98f61ac94de0e1736385f73ed1
,0.25,https://etherscan.io/tx/0x5c692a98922b7d4f11062dc998e671108b49834d5581b3cdafab2c68633bf72a
,0.0123,https://etherscan.io/tx/0x9e0a875d1df706a6619a81d1958782404004ad37302498a886b8e109ad3a2185
,0.01,https://etherscan.io/tx/0x8f022d3e65dac7f3a64bc90bfe4e10458da1bc26607b9fd715acaf344b9dcdcd
,0.015,https://etherscan.io/tx/0x6381be9ddd8af52c09bea6a1a16b80be63ddb0bc5344aea30ba43eefd2bc036c
,0.1,https://etherscan.io/tx/0xf09f5c797ded8e53538a638753b92ef620b4dda1af74be1038cfb5b21ffd6210
,0.01,https://etherscan.io/tx/0xe2c700527786d397f0971a572c3166ae77d3d49bafb32a52b27fee52de96fb7f
,1,https://etherscan.io/tx/0xd835db7287eeaef517fe56acf64de3dbc6624aad32ffbc299dcacc360d240bd8
,0.0025,https://etherscan.io/tx/0x8b4d0f7299c6d1aed22009340b65bf3c092ca4e6af16a9a394dce15188c3fecb
,0.0004,https://etherscan.io/tx/0xae39c72021a45abd1923dc94826c4b58d6fb399a3baf509bd2b392d235f8eb08
,0.05,https://etherscan.io/tx/0x6257e0443571d4def79a0e5a3342040b46f3b053d80ee01688f54306dffe3af4
,0.0993,https://etherscan.io/tx/0x4787345b1b4e1a873e71771c7b545840fa3ad0079549cd60148438d35761f5b4
,0.1787,https://etherscan.io/tx/0x3a1fe4ab0a380928b180bbd4e5621eb5577033dc1789e966b1b0df1e327b31ae
,0.01,https://etherscan.io/tx/0xfeefc1e9c34a60804bf6902082713af99cd0f292a1bddcdd2dbd8029d295ed94
,0.1418,https://etherscan.io/tx/0x655016f86d349db91152c94d05255b6281aeaacb6ac4f71ccee9fd561eea7e17
,0.01,https://etherscan.io/tx/0x5ce89a697f79c7f01aa34530677fed21ee0577cf6403ffbbc35c607c564636d3
,0.1,https://etherscan.io/tx/0x5aea5cf49aa00b5b03d1191a2224d00e7395b963912d1cf2e2bca6f26a1d66e9
,0.1,https://etherscan.io/tx/0x4f35edad375ec7e18dbe78d83da92eccaee2e468bd30735a5794a3c2db8dd42f
,0.01,https://etherscan.io/tx/0x4e408da01b62a3df4ba194f41fad112ff31947013e387b8d1cfd6d0fd894d220
,0.25,https://etherscan.io/tx/0x21a6f64fb20119ae968f5b30bee7ad47f86af2f6c7d537fb8248f330697307d0
,0.1,https://etherscan.io/tx/0x7c398a82ecb7b44bd06bc8bbf10061632dd840abe3e4dbb0d164b3e11120791e
,0.1,https://etherscan.io/tx/0x403fea7afb14f05b05f37ef4483cad28045ee3d74e34de4e34ab8c4ba84f93a6
,0.05,https://etherscan.io/tx/0x84d70614ee2fab0ff9e28b86f2045aa51c6b83bb95463c60ec9796b591842b25
,0.2,https://etherscan.io/tx/0x60f77e14734c0e464100a6d02e35083cf78e14c638bb3aaa2c821ee6dfb1fa7f
,0.033,https://etherscan.io/tx/0x5067a5fb58584d0e968edaa0ec0cc5e68cbb8503aa8cea6f8bb0339c80ce22d8
,0.02,https://etherscan.io/tx/0x0dd14f9f14c097a97d3e3bdd6a1ba96bd30d5f2504a602e98f6e065af537543f
,0.2,https://etherscan.io/tx/0x7a0458c40ca18a5f0bce682fcd453d8c52ac2b3fc722c79d2e084ba9799ef3f6
,0.1,https://etherscan.io/tx/0xa7be9e77cc92b726346b7a1b410c23172f5be4e91d2012e499d68609996c5a8c
,0.1,https://etherscan.io/tx/0x2561a7ce7c652a29e85c91d4fe25de618fc0226bba9aeb4d1865b76cc0fec868
,23.63,https://etherscan.io/tx/0x78b643707fcce8facff2ea68cba140db3bd1d4d101cee225b312582ca4c2656b
,1,https://etherscan.io/tx/0xc0df43703b9abddfec03cb6481afb1d8fdeb0fc0ef88b07c6e41246d72e798a4
,0.05,https://etherscan.io/tx/0xb91c643bfabe5bb142d1430c3fc03d21942acb33b121cb40e4c218662832a109
,0.01,https://etherscan.io/tx/0xa29af2048d672a8f65c8666d50d57cb7df1813e6446f50549cf2696385ca7479
,0.07,https://etherscan.io/tx/0x8763c646a6754c936bed8ad56d4457b037d13ddeaf44de6c7eacd5f1ff0a3b2d
,0.01,https://etherscan.io/tx/0x4bae373fef85548f5f10ccfd0b199c8ed110ab3ae4e2b15aec8a343ed46fa5c3
,0.01,https://etherscan.io/tx/0x4a0ccf9e1ce649f6039ba96c64a57e26dd86cc7a80cac41ec789131821744b90
,0.05,https://etherscan.io/tx/0x388262d3e854d11cf2f7ca335e77f8806809af01d7fa103628ed35ac10bc85a3
,0.15,https://etherscan.io/tx/0x20c9d3a71c28a0d9965f72bb2ef065c5ebcb5b4ea510b30689c86b6b3ce5e458
,25,https://etherscan.io/tx/0xc2a9c876c5f24ab0f8a47215d05f88af18d129f73b8e4cc155de5dad3f97d463
,100,https://etherscan.io/tx/0xab9815b06201bcc16979d360e47eeaa299e8768e0b7e976a9ff16c3b8833ba10
,0.0002,https://etherscan.io/tx/0x829f70d34b5b67618a4d68a1c523649cada078639c62e89e23b7ea2fb709ca50
,0.1,https://etherscan.io/tx/0xfa7d6823df56ba75b19865b0533d7961d137704fd78142a937a9802f1dd9f6d5
,0.02,https://etherscan.io/tx/0xbe32a87aefe0f693f7e448b27f577f22f95830b9663797f955578a4b6c13d782
,0.4,https://etherscan.io/tx/0xb4873b0d02aa6ba64c30cae02bad2764348faae66573e113e15924903253a640
,0.0118,https://etherscan.io/tx/0xa007f78fd6756d418e045a55cac4ef3021f9a52eb4c5c56746dbde3fae2f4aba
,0.1,https://etherscan.io/tx/0xf7b00b5e33b45baa56c230fa477104b6a980aa2ec863a5f606f810275f1a38ae
,0.1,https://etherscan.io/tx/0x97ae1e211ecb0c16443969c05de6c9f9019877698ffeb6d3b1743c6e3392f054
,0.1,https://etherscan.io/tx/0x850a85e4584c2d3d3be817832eece8b8a867e82b9a95c9062175a4b0d2212480
,0.02,https://etherscan.io/tx/0x722e38002690108b35e609cfb0c9aaf1c26b9ab195da78bb2f9ecdef682c5009
,0.01,https://etherscan.io/tx/0x55c0567aec0aabe5a1aa096889b11411e6861828216a615d552e7e3d356fb29b
,0.4,https://etherscan.io/tx/0x0010d90806b0940ce052517e2cd16650d06d1938e1897b7bc96d809b2f3b6550
,0.0002,https://etherscan.io/tx/0xd0446558c6a97f19572e73e2c7a27baf4aa21f940a5bf10f1c42e21b4ae71231
,0.05,https://etherscan.io/tx/0x61613e1093131f650f4393da5a7819fa4d024e2b34094dc2a26195c0e8d91292
,1,https://etherscan.io/tx/0x365c5279a114f6bdcbdf0662a8afd7cfd69cab59de1280554bf912c9385d0a63
,0.0420,https://etherscan.io/tx/0xd6b9130c962314f8ac721db56b19dae579f21f142735bfe29d821fb14418aeca
,29,https://etherscan.io/tx/0x6f79e5d06b1465775a1df44295b6468c6e235e94cc0ec6749cd26a5738c91c16
,0.1,https://etherscan.io/tx/0xf952ada918fc261e44ed06762234817d248c27e71ebaa753d9809994f9c01ecf
,0.1,https://etherscan.io/tx/0xc5ec08a1cf274ee5acfd0a2ee324e2e4ed82f29353df0d0b79a07ed632b42969
,5,https://etherscan.io/tx/0x8b8b07f758e4f84194443b1bfa0190a94188084356f9c9bf1968082b5f9b20b6
,0.0943,https://etherscan.io/tx/0x3581471f33b05aa1a71824707a351d8421da9003721b075f7d23d13acd8ceb41
,0.25,https://etherscan.io/tx/0x3435f4712aa7a5aebdc65c80a036262cda98c9671cc5bc3b5da33143a2fedb11
,0.01,https://etherscan.io/tx/0x2d07055e4a32999bcffbe4e254968b90e41238f8840b3c080c9e4ca118e7e266
,0.1,https://etherscan.io/tx/0xf293c278be7ce17a34ecd67c918166776e3f92380bf0133c8f5e0dbbcdd7c842
,0.01,https://etherscan.io/tx/0xa08074fb05a4e3a97aef5a2f111e3eb42a28ea50738b44dd6296b1ca83b3d8a0
,0.01,https://etherscan.io/tx/0x678ff3e396da10590cd53f0abd1f4a971d16eb92fa180fc762588d950e99ee06
,0.0118,https://etherscan.io/tx/0x1cedb336f4cde98e05ca3d6cc94666aaab1f757b9e22b83d0cb5a96a084464d1
,450,https://etherscan.io/tx/0xc846ab6fb2e547279c3a30ff392202506b97975d68aa00f43c639bcdad7fca42
,0.0094,https://etherscan.io/tx/0x9c291f33cb314b8492577dd75dee9a190b9bb3bac81b35773ee8db6fe2075ca6
,0.0133,https://etherscan.io/tx/0x6ad1175cb148e82f9892ef24ca63b18f1138ee32007d3bb85421a3148aed927b
,0.1,https://etherscan.io/tx/0x517203ed56d0193d8902e71f5b9d9d4ed2f98b52df924212792b7480a30b86df
,0.75,https://etherscan.io/tx/0x24f6213630674702a6aebe8c5b283ca3f2e6ff486c4e1a9056670519199c87ab
,0.065,https://etherscan.io/tx/0x7ae1728790a351cddefba240ecbf0f3fe375aebe6cbbf705faf018ec0a73d2e0
,0.05,https://etherscan.io/tx/0x71e9cf323484cb785a7095bf6fc748e9529d62b4ee945a4aee0c2d234726b921
,10,https://etherscan.io/tx/0x2dae5809613d0420879d0070aabe757f38fcbfcfe43ecdeb5d5ea2a675435669
